URL,Response Code,News Error,Detected,Category
http://haacked.com/archive/2010/03/12/ms-pl-source-release-for-system-web-mvc-2.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/01/10/HTTP_Debugging_Using_Reverse_Proxies_And_Port_Forwarders.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2012/01/11/a-really-empty-asp-net-mvc-3-project-template.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2006/12/12/using_webserver.webdev_for_unit_tests.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2011/04/18/presentation-tips.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/07/26/TheDemiseOfNDocAndAChallengeForUsersOfOpenSourceSoftware.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2009/11/03/html-encoding-nuggets-aspnetmvc2.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/11/06/usability-vs-discoverability.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/06/23/visual-studio-smart-tag-expansion-tip.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2008/08/29/asp.net-mvc-codeplex-preview-5-released.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/02/21/versioning-issues-with-abstract-base-classes-and-interfaces.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/08/15/understanding-beta.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2010/10/14/nupack-up-for-grabs-items.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2008/10/14/interesting-browser-bug-with-css-border-and-the-select-element.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2005/04/22/Matching_HTML_With_Regex.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2012/04/16/The-Real-Pain-Of-Software-Development-2.aspx.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2011/09/22/writing-a-recipe-for-asp-net-mvc-4-developer-preview.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2009/11/04/routehandler-for-http-handlers.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/12/19/a-little-holiday-love-from-the-asp.net-mvc-team.aspx,404,,12/8/13,Not found
http://haacked.com/archive/2008/08/22/dealing-with-denial-of-service-attacks.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2004/06/10/The-Real-Pain-Of-Software-Development-1.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2013/06/30/a-google-reader-replacement.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2009/12/14/back-in-business-again.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/08/31/7-stages-of-language-keyword-grief.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/12/29/i-love-to-code.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2005/09/19/avoid_premature_generalization.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2006/05/19/IfYouArentDoingAnythingWrongWhatDoYouHaveToHide.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2009/08/04/views-on-a-diet.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/01/31/t4-templates-in-asp.net-mvc.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2008/09/05/mvcfutures-and-asp.net-mvc-beta.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/01/06/collection-initializers.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2012/01/14/comparing-strings-in-unit-tests.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/07/20/ironruby-aspnetmvc-prototype.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2006/06/23/usingrhinomockstounittesteventsoninterfaces.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2010/11/09/asp-net-mvc-3-release-candidate.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/01/03/year_of_the_golden_pig.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/11/16/composing-multiple-view-engines.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2005/10/24/writing-a-windows-service-when-you-just-need-a-scheduled-process.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2010/03/26/enumerating-future.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/12/03/known-installation-issues-with-asp.net-mvc.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2009/06/02/alternative-to-expressions.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/01/30/delete-link-with-downlevel-support.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2012/04/09/reactive-extensions-sample.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/05/11/delegating-action-result.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/08/14/aspnetmvc-filters.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2011/04/16/a-look-back-at-mix-11.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/05/12/sp1-beta-and-its-effect-on-mvc.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2007/05/24/ruby-like-syntax-in-c-3.0.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2013/01/24/async-lambdas.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2009/10/20/vs10beta2-and-aspnetmvc.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2009/10/16/announcing-let-me-bing-that-for-you.aspx,404,,12/7/13,Not found
http://haacked.com/archive/0001/01/01/json-hijacking.aspx,404,,2/28/12,Not found
http://haacked.com/archive/2009/09/29/moq-sequences.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2007/03/02/A_Comparison_of_TFS_vs_Subversion_for_Open_Source_Projects.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2006/12/12/Using_WebServer.WebDev_For_Unit_Tests.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2004/10/25/UsingRegularExpressionsToMatchHTML.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2005/03/07/2317.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/12/08/asp.net-mvc-northwind-demo-using-the-spark-view-engine.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/03/06/hotfix-for-installing-aspnetmvc.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2011/11/28/departing-microsoft.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2013/01/11/hidden-pitfalls-with-object-initializers.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2012/04.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2006/04/06/StopTheWindow.OnloadMadness.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/05/19/updated-routing-with-webforms.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/11/11/html-stripping-challenge.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/12/30/not-your-typical-top-ten-of-2008-post.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2010/06/06/is-arrogance-a-factor-in-success.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2010/03/31/a-new-closed-source-viral-license.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2005/05/12/3178.aspx,404,,12/9/13,Not found
http://haacked.com/archive/2008/04/18/monkey-patching-clr-objects.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/12/16/Played_Soccer_Against_The_Juggernaut.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2010/04/29/replacing-html-encode.aspx,404,,12/8/13,Not found
http://haacked.com/archive/2010/01/18/editable-routes-in-medium-trust.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/06/26/too-late-to-change-json.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2009/11/10/interface-inheritance-esoterica.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2007/08/02/art-of-test-webaii-looks-promising-for-testing-the-web.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/03/16/gain-control-of-your-control-state.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2011/05/10/localized-releases-of-asp-net-mvc-3-tools-update.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2004/10/20/funny-alternate-word-meanings.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2011/08/30/nuget-1-5-released.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2011/04/26/nuget-1-3-released.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/10/04/Better_Recruiting_Through_Blogistry.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2011/01/20/nuget-logo-stickers.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2010/11/09/nuget-ctp2-released.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2006/02/07/AddingWebUserControlToAClassLibraryInVS.NET2005.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2007/01/27/On_Hiring_Bloggers_and_Open_Source_Developers.aspx,404,,12/8/13,Not found
http://haacked.com/archive/2007/05/20/how-to-build-twitter-in-one-line-of-code.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2007/09/20/urgent-subtext-security-patch.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/02/12/asp.net-mvc-blocking-direct-access-to-views.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2008/02/12/asp.net-mvc-update.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/05.aspx,404,,12/4/13,Not found
http://haacked.com/tags/open+source/default.aspx,404,,1/3/12,Not found
http://haacked.com/archive/2005/06/11/Simulating_HttpContext.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2009/10/13/software-externalities.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2010/08/02/dynamic-methods-in-view-data.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/04/05/MakingMicroformatsMoreVisibleAnnouncingTheXFNHighlighterScript.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2008/06/11/aspnetmvc-and-dynamicdata.aspx,404,,12/4/13,Not found
http://haacked.com/demos/JsonAttack.html,404,,5/23/12,Not found
http://haacked.com/archive/2007/12/13/thank-you-for-helping-me-with-my-job-with-asp.net.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/11/18/new-line-quirk-with-html-textarea.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2010/12/21/see-me-in-brazil-and-argentina-in-march.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2012/08/27/codemania-love-to-code-keynote.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/08/07/aspnetmvc_cycle.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/04/09/unit-test-project-structure-poll.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/04/04/there-are-only-four-software-licenses.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/05/05/page-view-lockdown.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2004/10/20/row_based_testing.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/12/29/interesting-use-of-xml-literals-as-a-view-engine.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2011/05/12/making-let-me-bing-that-for-you-open-source.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/09/26/lightweight_invisible_captcha_validator_control.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2007/11/14/writing-testable-code-is-about-managing-complexity.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2009/08/04/default-templated-views.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/01/26/WhoOwnstheCopyrightforAnOpenSourceProject.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/04/18/dynamic-language-dsl-vs-xml-configuration.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2005/05/04/2953.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2009/03/01/altnetseattle-day-three.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2005/04/12/neverlockthis.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2008/10/15/one-year-at-microsoft.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/09/13/more-on-the-codeplex-foundation.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2004/09/15/how-to-date-a-white-woman-for-asian-men.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2011/11/07/it-came-from-the-blue-lagoon.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2012/10/03/mvc-4-book.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2009/03/24/simple-usability.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/02/15/ASP.NET_Tip_-_Use_The_Label_Control_Correctly.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/05/31/the-design-is-never-right-the-first-time.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/11/14/asp.net-mvc-in-the-clouds.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2010/05/18/remote-desktop-file-copy.aspx,404,,12/2/13,Not found
http://haacked.com/archive/2007/10/26/drinking-from-the-firehose.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/08/07/tinytrickforviewstatebackedproperties.aspx,404,,12/6/13,Not found
http://haacked.com/tags/routing/default.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/10/27/aspnet4-webserver-here-shell-extension.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2011/01/21/sprechen-sie-asp-net-mvc.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2005/11/18/ACloserLookAtDisposePattern.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2008/11/07/haackoverflow-vs-stackoverflow.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2011/06/27/asp-net-mvc-3-docs-in-nine-languages.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2006/03/02/Subtext1.0NautilusEditionReleased.aspx,404,,12/9/13,Not found
http://haacked.com/archive/2012/09/03/quotas-what-are-they-good-for.aspx,404,,12/6/13,Not found
http://haacked.com/tags/oss/default.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2006/06/29/WhyStoreYourDataInARelationalDatabase.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2011/10/28/update-nuget-docs-in-the-browser-with-github.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2006/07/25/ContentManagementFor.NET.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2011/06/03/dependency-injection-with-asp-net-httpmodules.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2012/11/27/condorcet-paradox.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2008/03/21/is-pizza-brain-food.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2004/11/03/codecoverageisnotenough.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/11/06/pinning-a-debugger-watch.aspx,404,,12/7/13,Not found
http://haacked.com/tags/git/default.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2005/05/04/what-to-do-when-cvs-fails-to-create-lock-directory.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2010/10/12/running-open-source-in-a-distributed-world.aspx,404,,12/9/13,Not found
http://haacked.com/archive/2008/08/04/what-integrated-circuits-say-about-testing-your-code.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/08/02/OpenSourceIsFreeLikeAFlower.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2005/06/29/ExceptionInjectionUsingCustomSoapExtension.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2005/08/29/9748.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/06/05/IntroducingMBUnit.com.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2005/07/14/google-has-the-answer.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2008/10/31/browser-choice-and-voting-online.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2012/09/30/primitive-obsession-custom-string-types-and-self-referencing-generic-constraints.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2012/11/28/in-los-angeles-this-friday-for-net-rocks-roadshow.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2004/06/21/658.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2005/06/03/beware-the-paypal-email-scams.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2008/12/11/the-feedburner-to-google-domain-transition-foul-up.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2005/11/02/dynamic-vs-inline-sql.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2009/05/29/writing-page-to-string.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2009/04/16/code-sample-taxonomy.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/06/12/ironruby-and-asp.net-bffs-forever.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2008/01/29/so-a-model-a-view-and-a-controller-walk-into.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/06/05/dvorak-keyboard-layout-of-champions.aspx,404,,12/5/13,Not found
http://haacked.com/tags/mvcbuildviews/default.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2009/06/12/getting-rid-of-programmers.aspx,404,,12/7/13,Not found
http://haacked.com/tags/json/default.aspx,404,,12/3/13,Not found
http://haacked.com/archive/2011/08/12/random-friday-geek-verticals.aspx,404,,12/4/13,Not found
http://haacked.com/tags/software+development/default.aspx,404,,3/16/12,Not found
http://haacked.com/archive/2007/09/04/should-microsoft-really-bundle-open-source-software.aspx,404,,12/7/13,Not found
http://haacked.com/archive/2007/05/21/codeplex-to-roll-out-tortoisesvn-support.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/10/15/aspnetmvc-cdn-hosted-scripts.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2007/09/21/unit-testing-security-example.aspx,404,,12/6/13,Not found
http://haacked.com/tags/razor/default.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2006/05/31/UnitTestingDataAccessCodeWithTheStubDataReader.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/01.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2009/03/01/speaking-at-mix09.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/04/12/databinding-tips-nesting-eval-statements.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2007/01/09/Writing_Maintainable_Code.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2010/10/14/updating-nupack-contributor-guidelines.aspx,404,,12/4/13,Not found
http://haacked.com/archive/2006/12/13/tip_jar_unit_test_events_with_anonymous_delegates.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/10/19/A_Hole_In_Medium_Trust_Regarding_Web_Permission.aspx,404,,12/6/13,Not found
http://haacked.com/archive/2006/08/09/asp.netsupervisingcontrollermodelviewpresenterfromschematictounitteststocode.aspx,404,,12/5/13,Not found
http://haacked.com/archive/2006/09/28/database_dictionary_tool.aspx,404,,12/3/13,Not found
